timestamp,ticker,prediction_probability,prediction_confidence,signal_status
2026-08-06T23:07:03.934062+00:00,INCO.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,UNIC.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,PEHA.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,CENT.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,TOTO.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,SMGR.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,PTIS.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,JAST.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,LPPF.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BBCA.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,ERAA.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BBKP.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,PDES.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BNII.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,KINO.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,ACST.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BOLT.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,APLN.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,AMRT.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,ISAT.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,HOKI.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,JSMR.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,INAI.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,PNBN.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BTPN.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,JGLE.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,AKSI.JK,0.6283,0.0500,GENERATED
2026-08-06T23:07:03.934062+00:00,BMSR.JK,0.6283,0.0500,GENERATED
